id_reference;fournisseur;rang_appro;indice_client;usine;priorite;type_cycle;date_emission_commande;quantite_commande;cycle_negocie;pourcentage_avancement_outillage;date_prev_livraison_outillage;date_reelle_livraison_outillage;pourcentage_avancement_prog;date_prev_livraison_prog;date_reelle_livraison_prog;pourcentage_avancement_indus;date_prev_livraison_indus;date_reelle_livraison_indus;type_lot;date_prev_fin_usinage;date_reelle_fin_usinage;lieu_TS;date_prev_fin_TS;date_reelle_fin_TS;date_prev_reception_QI_fournisseur;date_reelle_reception_QI_fournisseur;lieu_equipement;date_prev_fin_equipement;date_reelle_fin_equipement;date_expedition;quantite_expediee;date_livraison_contractuelle;date_livraison_previsionnelle_S;date_reception_effective;quantite_receptionnee;ecart_commande;date_livraison_contractuelle_initiale;date_liberation;etat_reference;date_creation_nomenclature_appro;date_reception_matiere_fournisseur;date_liberation_previsionelle;quantite_liberee;;;;;
33215;fournisseur_15;3;-;;-;Standard;05/07/2016;1;65;;;;;;;0,00%;12/08/2016;;;02/09/2016;;;15/09/2016;;19/08/2016;;;;;;;23/09/2016;09/01/2017;09/01/2017;1;;16/09/2016;09/01/2017;Stock disponible;;;;1;;21/09/2016;;28/10/2016;16/11/2016
19563;fournisseur_12;3;A00;usine_1;-;Speedshop;06/05/2014;1;35;;;;;;;;;;Lot3_Released;;14/10/2014;NMF EUROPA;;;;;;;;31/10/2014;1;05/12/2014;05/11/2014;05/11/2014;1;0;22/04/2014;06/11/2014;Stock disponible;;18/09/2014;06/11/2014;;;;;;
19563;fournisseur_12;2;A00;usine_1;-;Speedshop;06/05/2014;4;35;;;;;;;;;;Lot3_Released;13/05/2014;20/05/2014;NMF EUROPA;;;;;;;;13/06/2014;3;17/04/2014;16/06/2014;16/06/2014;3;1;22/04/2014;16/06/2014;Stock disponible;;;16/06/2014;;;;;;
19563;fournisseur_12;1;A00;usine_1;-;Speedshop;06/05/2014;5;35;;;;;;;;;;Lot3_Released;13/05/2014;20/05/2014;NMF EUROPA;;;;;;;;02/06/2014;1;17/04/2014;18/06/2014;04/06/2014;1;4;22/04/2014;06/06/2014;Stock disponible;;;06/06/2014;;;;;;
19564;fournisseur_12;2;A00;usine_1;-;Speedshop;06/05/2014;1;35;;;;;;;;;;Lot3_Released;13/05/2014;14/10/2014;NMF EUROPA;;27/10/2014;;;;;;31/10/2014;1;12/12/2014;05/11/2014;05/11/2014;1;0;22/04/2014;05/11/2014;Stock disponible;;18/09/2014;05/11/2014;;;;;;
19564;fournisseur_12;1;A00;usine_1;-;Speedshop;06/05/2014;5;35;;;;;;;;;;Lot3_Released;13/05/2014;20/05/2014;NMF EUROPA;;;;;;;;02/06/2014;;17/04/2014;18/06/2014;04/06/2014;1;4;22/04/2014;05/06/2014;Stock disponible;;;05/06/2014;;;;;;
30088;fournisseur_15;1;A00;usine_1;-;Speedshop;11/05/2016;5;80;0;;;0;;;10000,00%;15/06/2016;01/06/2016;Lot3_Released;20/06/2016;24/06/2016;NMF;29/06/2016;;20/06/2016;;MEUPE;;;04/08/2016;5;18/07/2016;10/08/2016;10/08/2016;5;;30/08/2016;10/08/2016;Stock disponible;;;06/09/2016;5;;05/07/2016;;;
30089;fournisseur_15;1;A00;usine_1;-;Speedshop;11/05/2016;5;80;0;;;0;;;10000,00%;15/06/2016;01/06/2016;Lot3_Released;20/06/2016;27/06/2016;NMF;29/06/2016;;20/06/2016;;MEUPE;;;04/08/2016;5;18/07/2016;10/08/2016;10/08/2016;5;;30/08/2016;10/08/2016;Stock disponible;;;06/09/2016;5;;05/07/2016;;;
15832;fournisseur_18;2;A00;usine_1;-;Standard;24/02/2014;1;45;1;28/03/2014;28/03/2014;1;28/03/2014;28/03/2014;100,00%;15/04/2014;15/04/2014;Lot3_Released;14/04/2014;14/04/2014;AIRGRUP;21/04/2014;25/04/2014;;;;;;05/05/2014;1;28/04/2014;05/05/2014;07/05/2014;1;0;25/04/2014;27/05/2014;Stock disponible;;21/03/2014;;;;;;;
15832;fournisseur_18;1;A00;usine_1;-;Standard;24/02/2014;2;45;1;28/03/2014;28/03/2014;1;28/03/2014;28/03/2014;100,00%;15/04/2014;15/04/2014;Lot3_Released;14/04/2014;14/04/2014;AIRGRUP;21/04/2014;25/04/2014;;;;;;25/04/2014;1;28/04/2014;28/04/2014;07/05/2014;1;1;25/04/2014;27/05/2014;Stock disponible;;21/03/2014;;;;;;;
15833;fournisseur_18;1;A00;usine_1;-;Standard;24/02/2014;2;45;1;28/03/2014;28/03/2014;1;28/03/2014;28/03/2014;100,00%;15/04/2014;15/04/2014;Lot3_Released;14/04/2014;14/04/2014;AIRGRUP;21/04/2014;25/04/2014;;;;;;25/04/2014;2;28/04/2014;28/04/2014;07/05/2014;2;0;25/04/2014;27/05/2014;Stock disponible;;21/03/2014;;;;;;;
30635;fournisseur_15;1;A00;usine_1;-;Speedshop;13/05/2016;5;80;0;;;0;;;0,00%;20/06/2016;20/06/2016;Lot3_Released;28/06/2016;25/07/2016;NMF;07/07/2016;;20/06/2016;;FGA STRUCTURE;;;03/08/2016;1;18/07/2016;08/08/2016;08/08/2016;1;;30/08/2016;08/08/2016;Stock disponible;;;06/09/2016;1;;13/07/2016;;;
30635;fournisseur_15;2;A00;usine_1;-;Speedshop;13/05/2016;4;80;;;;;;;10000,00%;12/07/2016;27/06/2016;Lot3_Released;01/08/2016;01/07/2016;NMF;16/08/2016;06/09/2016;;;;;;16/09/2016;3;29/08/2016;20/09/2016;20/09/2016;3;;30/08/2016;20/09/2016;Stock disponible;;;06/09/2016;3;;;;;
30635;fournisseur_15;3;A00;usine_1;-;Standard;13/05/2016;1;80;0;;;0;;;0,00%;;;Lot3_Released;;;;;;;;;;;12/09/2016;1;29/08/2016;13/09/2016;13/09/2016;1;;30/08/2016;13/09/2016;Stock disponible;;;06/09/2016;1;;;;;
30636;fournisseur_15;1;A00;usine_1;-;Speedshop;13/05/2016;5;80;0;;;0;;;0,00%;20/06/2016;20/06/2016;Lot3_Released;28/06/2016;28/06/2016;NMF;07/07/2016;18/07/2016;20/06/2016;;FGA STRUCTURE;;;03/08/2016;1;18/07/2016;08/08/2016;08/08/2016;1;;30/08/2016;08/08/2016;Stock disponible;;;06/09/2016;1;;13/07/2016;;;
30636;fournisseur_15;2;A00;usine_1;-;Speedshop;13/05/2016;4;80;;;;;;;10000,00%;12/07/2016;21/06/2016;Lot3_Released;01/08/2016;27/07/2016;NMF;16/08/2016;13/09/2016;;;;;;16/09/2016;3;29/08/2016;20/09/2016;20/09/2016;3;;30/08/2016;20/09/2016;Stock disponible;;;06/09/2016;3;;;;;
30636;fournisseur_15;3;A00;usine_1;-;Standard;13/05/2016;1;80;0;;;0;;;0,00%;;;Lot3_Released;;;;;;;;;;;07/08/2016;1;18/07/2016;08/08/2016;08/08/2016;1;;30/08/2016;08/08/2016;Stock disponible;;;06/09/2016;1;;;;;
19232;fournisseur_9;1;B00;usine_1;-;Speedshop;06/03/2014;5;20;;;;;;;;;;Lot3_Released;;;;;;;;;;;08/04/2014;5;09/06/2014;10/04/2014;03/06/2014;5;0;24/03/2014;12/06/2014;Stock disponible;;24/03/2014;12/06/2014;;;;;;
19237;fournisseur_9;1;B00;usine_1;-;Speedshop;14/05/2014;5;20;;;;100;;17/04/2014;;;;Lot3_Released;;25/04/2014;;;02/05/2014;;;;;;06/05/2014;5;08/05/2014;19/05/2014;27/08/2014;4;1;13/05/2014;03/09/2014;Stock disponible;;20/04/2014;29/08/2014;;;;;;
15158;fournisseur_9;1;B00;usine_1;-;Speedshop;06/03/2014;5;20;;;;;;;;;;Lot3_Released;;;;;;;;;;;08/04/2014;5;09/06/2014;10/04/2014;03/06/2014;5;0;24/03/2014;12/06/2014;Stock disponible;;24/03/2014;12/06/2014;;;;;;
15167;fournisseur_9;1;B00;usine_1;-;Speedshop;14/05/2014;5;20;;;;100;;17/04/2014;;;;Lot3_Released;;25/04/2014;;;02/05/2014;;;;;;06/05/2014;5;08/05/2014;19/05/2014;27/08/2014;5;0;13/05/2014;03/09/2014;Stock disponible;;20/04/2014;29/08/2014;;;;;;
15073;fournisseur_9;1;B00;usine_1;-;Speedshop;06/03/2014;5;20;;;;100;07/03/2014;10/03/2014;10000,00%;07/03/2014;10/03/2014;Lot3_Released;28/03/2014;24/03/2014;HCL;04/04/2014;08/04/2014;;;;;;08/04/2014;5;10/04/2014;10/04/2014;02/05/2014;5;0;24/03/2014;05/05/2014;Stock disponible;;10/03/2014;05/05/2014;;;;;;
15073;fournisseur_15;1;A00;usine_2;;Speedshop;16/11/2016;40;50;0;;;0;;;0,00%;;;Lot3_Released;;;;;;;;;;;21/03/2017;1;18/01/2017;27/03/2017;23/03/2017;1;;18/01/2017;23/03/2017;Stock disponible;;;;1;;;;;
15073;fournisseur_15;2;A00;usine_2;;Standard;16/11/2016;39;50;0;;;0;;;0,00%;;;Lot3_Released;;;;;;;;;;;31/03/2017;39;18/01/2017;03/04/2017;05/04/2017;39;;18/01/2017;05/04/2017;Stock disponible;;;;39;;;;;
16521;fournisseur_12;1;A00;usine_1;-;Speedshop;10/06/2014;18;30;100;04/06/2014;04/06/2014;100;04/06/2014;04/06/2014;10000,00%;04/06/2014;04/06/2014;Lot3_Released;18/06/2014;;;;;;;PE;;;04/07/2014;18;03/07/2014;07/07/2014;07/07/2014;18;0;03/07/2014;09/07/2014;Stock disponible;;23/05/2014;09/07/2014;;;;;;
16522;fournisseur_12;1;A00;usine_1;-;Speedshop;10/06/2014;18;30;100;04/06/2014;04/06/2014;100;04/06/2014;04/06/2014;10000,00%;04/06/2014;04/06/2014;Lot3_Released;18/06/2014;;NMF EUROPA;;;;;PE;;;04/07/2014;18;03/07/2014;08/07/2014;08/07/2014;18;0;03/07/2014;15/07/2014;Stock disponible;;23/05/2014;15/07/2014;;;;;;
19826;fournisseur_12;3;A00;usine_1;-;Speedshop;23/06/2014;1;46;;;;;;;;;;Lot3_Released;01/08/2014;01/08/2014;NMF EUROPA;;;;;;;;06/10/2014;1;07/11/2014;14/10/2014;17/10/2014;1;0;18/08/2014;17/10/2014;Stock disponible;;10/07/2014;17/10/2014;;;;;;
19826;fournisseur_12;2;A00;usine_1;-;Speedshop;23/06/2014;5;46;;;;;;;;;;Lot3_Released;01/08/2014;01/08/2014;NMF EUROPA;;;;;;;;24/09/2014;;23/09/2014;23/09/2014;26/09/2014;4;1;18/08/2014;01/10/2014;Stock disponible;;10/07/2014;01/10/2014;;;;;;
19826;fournisseur_12;1;A00;usine_1;-;Speedshop;23/06/2014;6;46;;;;;;;;;;Lot3_Released;01/08/2014;01/08/2014;NMF EUROPA;;;;;;;;15/09/2014;1;23/09/2014;02/10/2014;25/09/2014;1;5;18/08/2014;01/10/2014;Stock disponible;;10/07/2014;01/10/2014;;;;;;
15748;fournisseur_9;1;A00;usine_2;-;Speedshop;04/02/2014;5;20;;;;100;14/02/2014;14/02/2014;10000,00%;14/02/2014;14/02/2014;Lot3_Released;20/02/2014;24/02/2014;HCL;03/03/2014;03/03/2014;;;;;;03/03/2014;5;04/03/2014;06/03/2014;06/03/2014;5;0;04/03/2014;03/04/2014;Stock disponible;;13/02/2014;03/04/2014;;;;;;
15749;fournisseur_9;1;A00;usine_2;-;Speedshop;04/02/2014;5;20;;;;100;14/02/2014;14/02/2014;10000,00%;14/02/2014;14/02/2014;Lot3_Released;20/02/2014;24/02/2014;HCL;03/03/2014;03/03/2014;;;;;;03/03/2014;5;04/03/2014;05/03/2014;05/03/2014;5;0;04/03/2014;05/04/2014;Stock disponible;;13/02/2014;05/04/2014;;;;;;
16435;fournisseur_9;2;A00;usine_1;-;Speedshop;04/06/2014;3;35;;05/06/2014;05/06/2014;;;;10000,00%;05/06/2014;05/06/2014;Lot3_Released;10/06/2014;10/06/2014;HCL;19/06/2014;;;;;;;19/06/2014;2;03/07/2014;23/06/2014;23/06/2014;3;0;03/07/2014;25/06/2014;Stock disponible;;06/06/2014;25/06/2014;;;;;;
16435;fournisseur_9;1;A00;usine_1;-;Speedshop;04/06/2014;3;35;;05/06/2014;05/06/2014;;;;10000,00%;05/06/2014;05/06/2014;Lot3_Released;10/06/2014;10/06/2014;HCL;19/06/2014;;;;;;;17/06/2014;1;03/07/2014;23/06/2014;23/06/2014;3;0;03/07/2014;24/06/2014;Stock disponible;;06/06/2014;24/06/2014;;;;;;
16436;fournisseur_9;1;A00;usine_1;-;Speedshop;04/06/2014;3;35;;05/06/2014;05/06/2014;;;;10000,00%;05/06/2014;05/06/2014;Lot3_Released;10/06/2014;10/06/2014;HCL;15/06/2014;16/06/2014;;;;;;17/06/2014;3;03/07/2014;19/06/2014;20/06/2014;3;0;03/07/2014;24/06/2014;Stock disponible;;06/06/2014;24/06/2014;;;;;;
18264;fournisseur_17;1;-;usine_2;-;Speedshop;14/02/2014;1;35;100;04/03/2014;04/03/2014;100;06/02/2014;06/02/2014;;;;Lot2_Bon pour Fabrication ;05/03/2014;05/03/2014;MASA;06/06/2014;06/06/2014;;;;;;06/06/2014;1;09/06/2014;06/06/2014;13/06/2014;1;0;28/03/2014;13/06/2014;Stock disponible;;;20/06/2014;;;;;;
32733;fournisseur_2;1;-;;-;Speedshop;03/06/2016;1;25;0;;;0;;;0,00%;;;;;;MASA;;;;;;;;16/07/2016;1;28/07/2016;27/07/2016;27/07/2016;1;0;28/07/2016;09/08/2016;Stock disponible;;;;1;;;;;
33329;fournisseur_47;1;-;;-;Standard;;;;0;;;0;;;0,00%;;;;;;;;;;;;;;;;;;;;0;;;Annulée;;;;;;;;;
33329;fournisseur_2;1;-;;-;Speedshop;28/07/2016;1;25;0;24/06/2016;;0;;15/06/2016;0,00%;15/06/2016;15/06/2016;;09/09/2016;;MASA;04/10/2016;;;;;;;14/10/2016;1;05/09/2016;10/11/2016;10/11/2016;1;0;05/09/2016;17/11/2016;Stock disponible;;;;1;;04/10/2016;;;
17643;fournisseur_2;2;A00;usine_2;-;Speedshop;13/11/2014;1;40;;;;;;;;;;Lot3_Released;;;MASA;;;;;;;;24/01/2015;1;27/01/2015;27/01/2015;30/01/2015;1;0;27/11/2014;30/01/2015;Stock disponible;;;06/02/2015;1;;;;;
17643;fournisseur_2;1;A00;usine_2;-;Speedshop;13/11/2014;2;40;;;;;;;;;;Lot3_Released;;;MASA;;;;;;;;09/12/2014;1;09/12/2014;15/12/2014;12/12/2014;1;1;27/11/2014;06/01/2015;Stock disponible;;;19/12/2014;1;;;;;
22101;fournisseur_2;1;-;;-;Standard;19/05/2015;1;45;100;;;100;;;0,00%;21/07/2015;;Lot3_Released;03/07/2015;;MASA;24/07/2015;;;;Voir LOB détaillée;;;07/08/2015;1;23/07/2015;11/08/2015;14/08/2015;1;;23/07/2015;14/08/2015;Stock disponible;19/05/2015;;14/08/2015;1;;;;;
16207;fournisseur_11;3;A00;usine_2;-;Speedshop;25/06/2014;3;42;1;24/03/2014;19/03/2014;1;27/02/2014;14/02/2014;100,00%;;07/04/2014;Lot3_Released;18/08/2014;30/07/2014;HYDE;01/09/2014;15/09/2014;;;;;;18/09/2014;3;04/09/2014;19/09/2014;22/09/2014;2;1;04/06/2014;23/09/2014;Stock disponible;;;;;;;;;
16207;fournisseur_11;2;A00;usine_2;-;Speedshop;26/05/2014;4;42;1;24/03/2014;19/03/2014;1;27/02/2014;14/02/2014;100,00%;;07/04/2014;Lot3_Released;;18/06/2014;AEROLIA;04/07/2014;02/07/2014;;;;;;04/07/2014;1;30/06/2014;08/07/2014;07/07/2014;1;3;04/06/2014;15/07/2014;Stock disponible;;;;;;;;;
16207;fournisseur_11;1;A00;usine_2;-;Speedshop;14/05/2014;5;42;1;24/03/2014;19/03/2014;1;27/02/2014;14/02/2014;100,00%;;07/04/2014;Lot3_Released;17/04/2014;18/04/2014;AEROLIA;01/05/2014;;;;;;;;;04/06/2014;16/05/2014;15/05/2014;1;4;04/06/2014;23/05/2014;Stock disponible;;;;;;;;;
26955;fournisseur_13;1;-;;-;Standard;;5;80;;03/05/2016;;;26/04/2016;;;26/04/2016;;;24/05/2016;;;17/06/2016;;;;;;;;;31/12/2020;04/07/2016;;;0;13/05/2016;;Annulée;;;;;18/03/2016;23/06/2016;;;
29239;fournisseur_13;1;-;;-;Standard;15/03/2016;5;80;;11/05/2016;;;25/03/2016;06/04/2016;5000,00%;18/05/2016;11/05/2016;;06/06/2016;06/06/2016;;30/06/2016;19/07/2016;;;;;;21/07/2016;5;07/07/2016;28/07/2016;28/07/2016;5;0;07/07/2016;28/07/2016;Stock disponible;;;;5;;06/07/2016;11/07/2016;;
29239;fournisseur_16;1;-;;-;Speedshop;21/04/2016;5;28;;13/05/2016;13/05/2016;100;;;;13/05/2016;13/05/2016;;20/05/2016;01/06/2016;;13/06/2016;20/06/2016;;;;;;20/07/2016;5;02/06/2016;28/07/2016;28/07/2016;5;;02/06/2016;28/07/2016;Stock disponible;;;;5;21/05/2016;30/06/2016;08/07/2016;;
29842;fournisseur_15;1;-;;-;Standard;15/04/2016;15;105;0;;;0;;;10000,00%;06/07/2016;16/05/2016;;18/07/2016;;NMF;31/07/2016;;11/07/2016;;FGA STRUCTURE;;;17/08/2016;1;08/08/2016;18/08/2016;18/08/2016;1;;13/09/2016;18/08/2016;Stock disponible;;;;1;;03/08/2016;;;
29842;fournisseur_15;2;A00;usine_1;-;Standard;15/04/2016;14;105;0;;;0;;;0,00%;;;Lot3_Released;;;;;;;;;;;18/08/2016;2;08/08/2016;22/08/2016;22/08/2016;2;;13/09/2016;22/08/2016;Stock disponible;;;;2;;;;;
29842;fournisseur_15;3;A00;usine_1;-;Standard;15/04/2016;12;105;0;;;0;;;0,00%;;16/06/2016;Lot3_Released;;;;;;;;;;;15/09/2016;3;02/09/2016;19/09/2016;19/09/2016;3;;13/09/2016;19/09/2016;Stock disponible;;;;3;;;;;
29842;fournisseur_15;4;A00;usine_1;-;Standard;15/04/2016;3;105;0;;;0;;;0,00%;;;Lot3_Released;;;;;;;;;;;20/10/2016;3;28/10/2016;04/11/2016;04/11/2016;3;;13/09/2016;04/11/2016;Stock disponible;;;;3;;;;;
29842;fournisseur_15;5;A00;usine_1;-;Standard;15/04/2016;3;105;0;;;0;;;0,00%;;;Lot3_Released;;;;;;;;;;;01/12/2016;3;28/10/2016;06/12/2016;06/12/2016;3;;13/09/2016;06/12/2016;Stock disponible;;;;3;;;;21/10/2016;
29842;fournisseur_15;6;A00;usine_1;-;Standard;15/04/2016;3;105;0;;;0;;;0,00%;;;Lot3_Released;;;;;;;;;;;26/12/2016;3;28/10/2016;28/12/2016;28/12/2016;3;;13/09/2016;28/12/2016;Stock disponible;;;;3;;;;21/10/2016;
29843;fournisseur_15;1;-;;-;Standard;15/04/2016;10;105;0;;;0;;;10000,00%;06/07/2016;05/06/2016;;18/07/2016;12/06/2016;NMF;31/07/2016;;11/07/2016;;FGA STRUCTURE;;;17/08/2016;1;08/08/2016;18/08/2016;18/08/2016;1;;13/09/2016;18/08/2016;Stock disponible;;;;1;;03/08/2016;;;
29843;fournisseur_15;2;A00;usine_1;-;Standard;15/04/2016;9;105;0;;;0;;;0,00%;;;Lot3_Released;;;;;;;;;;;18/08/2016;1;08/08/2016;18/08/2016;18/08/2016;1;;13/09/2016;18/08/2016;Stock disponible;;;;1;;;;;
29843;fournisseur_15;3;A00;usine_1;-;Standard;15/04/2016;8;105;0;;;0;;;0,00%;;05/06/2016;Lot3_Released;;03/08/2016;NMF;;23/08/2016;;;;;;15/09/2016;2;02/09/2016;19/09/2016;19/09/2016;2;;13/09/2016;19/09/2016;Stock disponible;;;;2;;;;;
29843;fournisseur_15;4;A00;usine_1;-;Standard;15/04/2016;2;105;0;;;0;;;0,00%;;;Lot3_Released;;;;;;;;;;;01/12/2016;2;28/10/2016;06/12/2016;06/12/2016;2;;13/09/2016;06/12/2016;Stock disponible;;;;2;;;;;
29843;fournisseur_15;5;A00;usine_1;-;Standard;15/04/2016;2;105;0;;;0;;;0,00%;;;Lot3_Released;;;;;;;;;;;30/03/2017;1;28/10/2016;04/04/2017;03/04/2017;1;;13/09/2016;03/04/2017;Stock disponible;;;;1;;;;;
29843;fournisseur_15;6;A00;usine_1;-;Standard;15/04/2016;2;105;0;;;0;;;0,00%;;;Lot3_Released;;;;;;;;;;;;;28/10/2016;26/12/2016;23/12/2016;2;;13/09/2016;23/12/2016;Stock disponible;;;;2;;;;;
29843;fournisseur_15;7;A00;usine_1;-;Standard;15/04/2016;1;105;0;;;0;;;0,00%;;;Lot3_Released;;;;;;;;;;;03/04/2017;1;28/10/2016;05/04/2017;05/04/2017;1;;13/09/2016;05/04/2017;Stock disponible;;;;1;;;;31/03/2017;
15145;fournisseur_11;3;B00;usine_2;-;Speedshop;25/06/2014;3;42;1;31/03/2014;19/03/2014;1;06/03/2014;27/02/2014;100,00%;;07/04/2014;Lot3_Released;18/08/2014;21/08/2014;HYDE;01/09/2014;;;;;;;19/09/2014;1;04/09/2014;01/10/2014;02/10/2014;1;2;04/06/2014;03/10/2014;Stock disponible;;;;;;;;;
15145;fournisseur_11;2;B00;usine_2;-;Speedshop;26/05/2014;4;42;1;31/03/2014;19/03/2014;1;06/03/2014;27/02/2014;100,00%;;07/04/2014;Lot3_Released;17/04/2014;22/05/2014;AEROLIA;01/05/2014;30/06/2014;;;;;;08/07/2014;1;30/06/2014;02/07/2014;09/07/2014;1;3;04/06/2014;15/07/2014;Stock disponible;;;;;;;;;
15145;fournisseur_11;1;B00;usine_2;-;Speedshop;15/05/2014;5;42;1;31/03/2014;19/03/2014;1;06/03/2014;27/02/2014;100,00%;;07/04/2014;Lot3_Released;17/04/2014;14/04/2014;AEROLIA;01/05/2014;;;;;;;16/05/2014;1;04/06/2014;19/05/2014;20/05/2014;1;4;04/06/2014;27/05/2014;Stock disponible;;;;;;;;;
15145;fournisseur_11;5;B00;usine_2;-;Speedshop;25/06/2014;2;42;1;31/03/2014;19/03/2014;1;06/03/2014;27/02/2014;100,00%;;07/04/2014;Lot3_Released;25/11/2014;25/11/2014;HYDE;18/12/2014;;;;;;;10/12/2014;1;15/12/2014;15/12/2014;12/12/2014;1;1;04/06/2014;18/12/2014;Stock disponible;;;;;;;;;
15145;fournisseur_11;4;B00;usine_2;-;Speedshop;25/06/2014;2;42;1;31/03/2014;19/03/2014;1;06/03/2014;27/02/2014;100,00%;;07/04/2014;Lot3_Released;18/08/2014;21/08/2014;HYDE;;;;;;;;13/11/2014;1;07/11/2014;21/11/2014;19/11/2014;1;1;04/06/2014;20/11/2014;Stock disponible;;;;;;;;;
25510;fournisseur_16;1;-;;-;Standard;;5;;100;03/12/2015;03/12/2015;100;03/12/2015;03/12/2015;10000,00%;03/12/2015;03/12/2015;;07/12/2015;;HCL;14/12/2015;;;;;;;;;31/12/2020;31/12/2020;;;;20/01/2016;;Annulée;;;;;;;;;
27008;fournisseur_16;1;-;;-;Standard;30/03/2016;5;49;;11/05/2016;13/05/2016;100;;;;11/05/2016;13/05/2016;;13/05/2016;;;27/05/2016;;;;;;;;;06/06/2016;;;;;06/06/2016;;Annulée;;;;;21/05/2016;30/05/2016;;17/05/2016;30/05/2016
27008;fournisseur_13;1;-;;-;Standard;30/03/2016;5;82;0;11/05/2016;;100;;;;11/05/2016;;;13/05/2016;;;27/05/2016;;;;;;;;;08/09/2016;08/09/2016;;;;08/09/2016;;Annulée;;;;;;30/05/2016;;17/05/2016;
32842;fournisseur_13;1;-;;-;Standard;25/05/2016;5;;60;21/07/2016;;100;;;9000,00%;21/07/2016;;;24/08/2016;;;19/09/2016;;;;MECAHERS;;;21/11/2016;5;22/11/2016;24/11/2016;24/11/2016;5;;15/09/2016;24/11/2016;Stock disponible;;;;5;;23/09/2016;;;
32842;fournisseur_16;1;-;;-;Standard;25/05/2016;5;40;0;13/06/2016;13/06/2016;100;;;0,00%;13/06/2016;13/06/2016;;15/06/2016;16/06/2016;;20/06/2016;23/06/2016;;;;;;20/07/2016;5;28/06/2016;23/07/2016;23/07/2016;5;;28/06/2016;23/07/2016;Stock disponible;;;;5;12/06/2016;30/06/2016;08/07/2016;;
16316;fournisseur_10;1;A00;usine_2;-;Speedshop;14/05/2014;24;30;;;;1;13/06/2014;04/07/2014;100,00%;17/07/2014;23/07/2014;Lot3_Released;22/07/2014;24/07/2014;Cyclone;28/07/2014;30/07/2014;01/07/2014;01/07/2014;Cyclone;31/07/2014;08/08/2014;13/08/2014;24;05/08/2014;18/08/2014;15/08/2014;24;0;20/06/2014;24/10/2014;Stock disponible;;22/05/2014;03/09/2014;;;;;;
16317;fournisseur_14;1;A00;usine_2;-;Speedshop;14/05/2014;60;30;;;;100;24/04/2015;04/05/2015;1000,00%;30/04/2015;12/05/2015;Lot3_Released;01/05/2015;12/05/2015;Cyclone;12/05/2015;19/05/2015;01/07/2014;01/07/2014;Cyclone;25/08/2015;11/06/2015;25/06/2015;60;05/03/2015;22/06/2015;17/07/2015;60;;20/06/2014;07/08/2015;Stock disponible;;;;60;;;;;
19408;fournisseur_17;1;A00;usine_2;-;Speedshop;21/03/2014;3;20;;;;100;13/03/2014;13/03/2014;;;;Lot3_Released;28/03/2014;08/04/2014;MASA;16/04/2014;16/04/2014;;;;;;23/04/2014;1;04/04/2014;25/04/2014;30/04/2014;3;0;04/04/2014;05/05/2014;Stock disponible;;;07/05/2014;;;;;;
22505;fournisseur_2;1;-;;-;Standard;03/06/2015;1;45;100;;;100;;;0,00%;04/08/2015;;;03/07/2015;;MASA;24/07/2015;;;;TS;;;05/08/2015;1;06/08/2015;06/08/2015;10/08/2015;1;0;06/08/2015;10/08/2015;Stock disponible;;;;1;;;;;
29041;fournisseur_2;1;-;;-;Standard;21/03/2016;5;45;;;;;17/06/2016;17/06/2016;;17/06/2016;17/06/2016;;27/06/2016;;MASA;11/07/2016;;;;;;;;3;25/07/2016;06/07/2016;06/07/2016;3;0;23/05/2016;07/07/2016;Stock disponible;;;;3;;12/07/2016;;;
29041;fournisseur_2;2;-;;-;Standard;21/03/2016;2;45;0;;;0;;;0,00%;;;;;;MASA;;;;;;;;;2;10/10/2016;25/10/2016;25/10/2016;2;;23/05/2016;25/10/2016;Stock disponible;;;;2;;;;;
15768;fournisseur_12;2;A00;usine_2;-;Speedshop;21/03/2014;2;30;;;;;;;;;;Lot3_Released;;;;;;;;;;;05/06/2014;;09/04/2014;07/06/2014;07/06/2014;2;0;;10/06/2014;Stock disponible;;;10/06/2014;;;;;;
15768;fournisseur_12;1;A00;usine_2;-;Speedshop;21/03/2014;4;30;100;17/02/2014;17/02/2014;100;17/02/2014;17/02/2014;10000,00%;17/02/2014;17/02/2014;Lot3_Released;19/03/2014;19/03/2014;GEB;28/03/2014;14/04/2014;;;PE;;;16/04/2014;2;09/04/2014;18/04/2014;23/04/2014;2;2;14/03/2014;29/04/2014;Stock disponible;;25/02/2014;29/04/2014;;;;;;
15769;fournisseur_12;1;A00;usine_2;-;Speedshop;21/03/2014;8;30;100;17/02/2014;17/02/2014;100;17/02/2014;17/02/2014;10000,00%;17/02/2014;17/02/2014;Lot3_Released;19/03/2014;19/05/2014;NMF EUROPA;30/05/2014;;;;;;;03/06/2014;;21/05/2014;12/06/2014;05/06/2014;8;0;14/03/2014;06/06/2014;Stock disponible;;25/02/2014;06/06/2014;;;;;;
15691;fournisseur_12;1;A00;usine_2;-;Standard;11/02/2014;2;36;100;08/01/2014;29/01/2014;100;14/01/2014;29/01/2014;10000,00%;08/01/2014;29/01/2014;Lot3_Released;11/02/2014;21/02/2014;GEB;12/03/2014;13/03/2014;;;PE;;;21/03/2014;2;05/02/2014;21/03/2014;26/03/2014;2;0;05/02/2014;22/04/2014;Stock disponible;;07/01/2014;22/04/2014;;;;;;
